Pfam	Header
PF00296	Q0K9I0|reviewed|Alkanesulfonate monooxygenase|taxID:381666
PF00296	Q0RV73|reviewed|F420-dependent glucose-6-phosphate dehydrogenase 2|taxID:101510
PF00296	Q0RVH7|reviewed|F420-dependent glucose-6-phosphate dehydrogenase 1|taxID:101510
PF00296	Q0T622|reviewed|Pyrimidine monooxygenase RutA|taxID:373384
PF00296	Q0T6A4|reviewed|Alkanesulfonate monooxygenase|taxID:373384
PF00296	Q0TJ55|reviewed|Pyrimidine monooxygenase RutA|taxID:362663
PF00296	Q0TJB9|reviewed|Alkanesulfonate monooxygenase|taxID:362663
PF00296	Q1C1S2|reviewed|Alkanesulfonate monooxygenase|taxID:360102
PF00296	Q1CDQ8|reviewed|Alkanesulfonate monooxygenase|taxID:377628
PF00296	Q1IGL6|reviewed|Alkanesulfonate monooxygenase|taxID:384676
PF00296	Q1LNM2|reviewed|Alkanesulfonate monooxygenase|taxID:266264
PF00296	Q1RDK5|reviewed|Pyrimidine monooxygenase RutA|taxID:364106
PF00296	Q1RDS2|reviewed|Alkanesulfonate monooxygenase|taxID:364106
PF00296	Q2G5J4|reviewed|Sulfoquinovose monooxygenase|taxID:279238
PF00296	Q2SVM8|reviewed|Alkanesulfonate monooxygenase|taxID:271848
PF00296	Q32HQ0|reviewed|Pyrimidine monooxygenase RutA|taxID:300267
PF00296	Q3JSR8|reviewed|Alkanesulfonate monooxygenase|taxID:320372
PF00296	Q3KC85|reviewed|FMNH(2)-dependent dimethylsulfone monooxygenase|taxID:205922
PF00296	Q46ZU3|reviewed|Alkanesulfonate monooxygenase|taxID:264198
PF00296	Q48H03|reviewed|Alkanesulfonate monooxygenase|taxID:264730
PF00296	Q48MQ4|reviewed|Pyrimidine monooxygenase RutA|taxID:264730
PF00296	Q4VHK1|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase (Fragment)|taxID:1768
PF00296	Q4ZRE3|reviewed|Alkanesulfonate monooxygenase|taxID:205918
PF00296	Q4ZXR7|reviewed|Pyrimidine monooxygenase RutA|taxID:205918
PF00296	Q5YNN4|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:247156
PF00296	Q65M61|reviewed|Alkanesulfonate monooxygenase|taxID:279010
PF00296	Q665B4|reviewed|Alkanesulfonate monooxygenase|taxID:273123
PF00296	Q6CYU4|reviewed|Alkanesulfonate monooxygenase|taxID:218491
PF00296	Q6FFZ7|reviewed|Pyrimidine monooxygenase RutA|taxID:62977
PF00296	Q6N6K3|reviewed|Alkanesulfonate monooxygenase|taxID:258594
PF00296	Q7N574|reviewed|Alkanal monooxygenase beta chain|taxID:243265
PF00296	Q7N575|reviewed|Alkanal monooxygenase alpha chain|taxID:243265
PF00296	Q7TXK4|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:233413
PF00296	Q83LK6|reviewed|Pyrimidine monooxygenase RutA|taxID:623
PF00296	Q87ZG3|reviewed|Alkanesulfonate monooxygenase|taxID:223283
PF00296	Q88R95|reviewed|Alkanesulfonate monooxygenase|taxID:160488
PF00296	Q89ER2|reviewed|Alkanesulfonate monooxygenase|taxID:224911
PF00296	Q8FJ41|reviewed|Pyrimidine monooxygenase RutA|taxID:199310
PF00296	Q8FJ93|reviewed|Alkanesulfonate monooxygenase|taxID:199310
PF00296	Q8PP38|reviewed|Alkanesulfonate monooxygenase|taxID:190486
PF00296	Q8PZ66|reviewed|5,10-methylenetetrahydromethanopterin reductase|taxID:192952
PF00296	Q8UAE8|reviewed|Alkanesulfonate monooxygenase|taxID:176299
PF00296	Q8XDD9|reviewed|Alkanesulfonate monooxygenase|taxID:83334
PF00296	Q8XZQ6|reviewed|Alkanesulfonate monooxygenase|taxID:267608
PF00296	Q8ZB04|reviewed|Alkanesulfonate monooxygenase|taxID:632
PF00296	Q98CB9|reviewed|Alkanesulfonate monooxygenase 1|taxID:266835
PF00296	Q98DT4|reviewed|Alkanesulfonate monooxygenase 2|taxID:266835
PF00296	Q9CD85|reviewed|Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase|taxID:272631
PF00296	Q9KHR3|reviewed|Alkanesulfonate monooxygenase|taxID:129886
PF00296	Q9XC11|reviewed|F420-dependent glucose-6-phosphate dehydrogenase|taxID:1766
PF00296	O32254|reviewed|Uncharacterized protein YvbT|taxID:224308
PF00296	O34504|reviewed|Uncharacterized protein YceB|taxID:224308
PF00296	O53565|reviewed|Putative coenzyme F420-dependent oxidoreductase Rv3520c|taxID:83332
PF00296	P0ADV5|reviewed|Luciferase-like monooxygenase|taxID:83333
PF00296	P0ADV6|reviewed|Luciferase-like monooxygenase|taxID:199310
PF00296	P39606|reviewed|Uncharacterized protein YwcH|taxID:224308
PF00296	P55684|reviewed|Uncharacterized protein y4wF|taxID:394
PF00296	P64762|reviewed|Uncharacterized protein Mb0965c|taxID:233413
PF00296	P64770|reviewed|Uncharacterized protein Mb0978c|taxID:233413
PF00296	P64832|reviewed|Uncharacterized protein Mb1395|taxID:233413
PF00296	P96651|reviewed|Uncharacterized protein YddN|taxID:224308
PF00296	P9WKN4|reviewed|Uncharacterized protein MT0980|taxID:83331
PF00296	P9WKN5|reviewed|Uncharacterized protein Rv0953c|taxID:83332
PF00296	P9WKP0|reviewed|Uncharacterized protein MT0967|taxID:83331
PF00296	P9WKP1|reviewed|Uncharacterized protein Rv0940c|taxID:83332
PF00296	P9WM02|reviewed|Uncharacterized protein MT1405|taxID:83331
PF00296	P9WM03|reviewed|Uncharacterized protein Rv1360|taxID:83332
PF00296	Q53218|reviewed|Uncharacterized protein y4vJ|taxID:394
PF00510	P00414|reviewed|Cytochrome c oxidase subunit 3|taxID:9606
PF00510	P00416|reviewed|Cytochrome c oxidase subunit 3|taxID:10090
PF00510	P00420|reviewed|Cytochrome c oxidase subunit 3|taxID:559292
PF00510	P0ABJ3|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:83333
PF00510	P39481|reviewed|Quinol oxidase subunit 1/3|taxID:330779
PF00510	P98005|reviewed|Cytochrome c oxidase polypeptide I+III|taxID:300852
PF00510	O21619|reviewed|Cytochrome c oxidase subunit 3|taxID:9940
PF00510	P00415|reviewed|Cytochrome c oxidase subunit 3|taxID:9913
PF00510	P00422|reviewed|Cytochrome c oxidase subunit 3|taxID:367110
PF00510	P05505|reviewed|Cytochrome c oxidase subunit 3|taxID:10116
PF00510	E0TW65|reviewed|Quinol oxidase subunit 3|taxID:655816
PF00510	O03170|reviewed|Cytochrome c oxidase subunit 3|taxID:7897
PF00510	O03201|reviewed|Cytochrome c oxidase subunit 3|taxID:9807
PF00510	O21331|reviewed|Cytochrome c oxidase subunit 3|taxID:9361
PF00510	O21403|reviewed|Cytochrome c oxidase subunit 3|taxID:8801
PF00510	O47685|reviewed|Cytochrome c oxidase subunit 3|taxID:9947
PF00510	O47686|reviewed|Cytochrome c oxidase subunit 3|taxID:9945
PF00510	O47687|reviewed|Cytochrome c oxidase subunit 3|taxID:66440
PF00510	O47688|reviewed|Cytochrome c oxidase subunit 3|taxID:69298
PF00510	O47689|reviewed|Cytochrome c oxidase subunit 3|taxID:9946
PF00510	O47690|reviewed|Cytochrome c oxidase subunit 3|taxID:9970
PF00510	O47691|reviewed|Cytochrome c oxidase subunit 3|taxID:9897
PF00510	O47692|reviewed|Cytochrome c oxidase subunit 3|taxID:59552
PF00510	O47693|reviewed|Cytochrome c oxidase subunit 3|taxID:69299
PF00510	O47694|reviewed|Cytochrome c oxidase subunit 3|taxID:9929
PF00510	O47695|reviewed|Cytochrome c oxidase subunit 3|taxID:59536
PF00510	O47696|reviewed|Cytochrome c oxidase subunit 3|taxID:59544
PF00510	O47697|reviewed|Cytochrome c oxidase subunit 3|taxID:66435
PF00510	O47698|reviewed|Cytochrome c oxidase subunit 3|taxID:66442
PF00510	O47699|reviewed|Cytochrome c oxidase subunit 3|taxID:66433
PF00510	O47700|reviewed|Cytochrome c oxidase subunit 3|taxID:69311
PF00510	O47701|reviewed|Cytochrome c oxidase subunit 3|taxID:59523
PF00510	O47702|reviewed|Cytochrome c oxidase subunit 3|taxID:59525
PF00510	O47705|reviewed|Cytochrome c oxidase subunit 3|taxID:69304
PF00510	O47706|reviewed|Cytochrome c oxidase subunit 3|taxID:69308
PF00510	O47708|reviewed|Cytochrome c oxidase subunit 3|taxID:69301
PF00510	O47709|reviewed|Cytochrome c oxidase subunit 3|taxID:69303
PF00510	O47710|reviewed|Cytochrome c oxidase subunit 3|taxID:69305
PF00510	O48316|reviewed|Cytochrome c oxidase subunit 3|taxID:59529
PF00510	O48374|reviewed|Cytochrome c oxidase subunit 3|taxID:67940
PF00510	O63915|reviewed|Cytochrome c oxidase subunit 3|taxID:7769
PF00510	O79407|reviewed|Cytochrome c oxidase subunit 3|taxID:7830
PF00510	O79433|reviewed|Cytochrome c oxidase subunit 3|taxID:9986
PF00510	O79552|reviewed|Cytochrome c oxidase subunit 3|taxID:56549
PF00510	O79676|reviewed|Cytochrome c oxidase subunit 3|taxID:44522
PF00510	P00417|reviewed|Cytochrome c oxidase subunit 3|taxID:7227
PF00510	P00418|reviewed|Cytochrome c oxidase subunit 3|taxID:7245
PF00510	P00419|reviewed|Cytochrome c oxidase subunit 3|taxID:8355
PF00510	P00421|reviewed|Cytochrome c oxidase subunit 3|taxID:162425
PF00510	P06030|reviewed|Cytochrome c oxidase subunit 3|taxID:266
PF00510	P0ABJ4|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:199310
PF00510	P0ABJ5|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:623
PF00510	P14575|reviewed|Cytochrome c oxidase subunit 3|taxID:284812
PF00510	P14853|reviewed|Cytochrome c oxidase subunit 3|taxID:3847
PF00510	P15952|reviewed|Cytochrome c oxidase subunit 3|taxID:7962
PF00510	P15953|reviewed|Cytochrome c oxidase subunit 3|taxID:4565
PF00510	P18945|reviewed|Cytochrome c oxidase subunit 3|taxID:9031
PF00510	P20684|reviewed|Cytochrome c oxidase subunit 3|taxID:30962
PF00510	P24012|reviewed|Cytochrome c oxidase subunit 3|taxID:224308
PF00510	P24891|reviewed|Cytochrome c oxidase subunit 3|taxID:6239
PF00510	P24989|reviewed|Cytochrome c oxidase subunit 3|taxID:9770
PF00510	P34198|reviewed|Cytochrome c oxidase subunit 3|taxID:7980
PF00510	P34958|reviewed|Quinol oxidase subunit 3|taxID:224308
PF00510	P38597|reviewed|Cytochrome c oxidase subunit 3|taxID:9711
PF00510	P41295|reviewed|Cytochrome c oxidase subunit 3|taxID:9771
PF00510	P41312|reviewed|Cytochrome c oxidase subunit 3|taxID:9267
PF00510	P48172|reviewed|Cytochrome c oxidase subunit 3|taxID:8022
PF00510	P48661|reviewed|Cytochrome c oxidase subunit 3|taxID:9796
PF00510	P48892|reviewed|Cytochrome c oxidase subunit 3|taxID:9685
PF00510	P50657|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:8839
PF00510	P55777|reviewed|Cytochrome c oxidase subunit 3|taxID:8049
PF00510	P57542|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:107806
PF00510	P68088|reviewed|Cytochrome c oxidase subunit 3|taxID:27591
PF00510	P68089|reviewed|Cytochrome c oxidase subunit 3|taxID:69306
PF00510	P68299|reviewed|Cytochrome c oxidase subunit 3|taxID:37751
PF00510	P68300|reviewed|Cytochrome c oxidase subunit 3|taxID:69307
PF00510	P68531|reviewed|Cytochrome c oxidase subunit 3|taxID:69300
PF00510	P68532|reviewed|Cytochrome c oxidase subunit 3|taxID:69302
PF00510	P69216|reviewed|Cytochrome c oxidase subunit 3|taxID:7739
PF00510	P69217|reviewed|Cytochrome c oxidase subunit 3|taxID:8020
PF00510	P69218|reviewed|Cytochrome c oxidase subunit 3|taxID:8023
PF00510	P92481|reviewed|Cytochrome c oxidase subunit 3|taxID:9793
PF00510	P92514|reviewed|Cytochrome c oxidase subunit 3|taxID:3702
PF00510	P92665|reviewed|Cytochrome c oxidase subunit 3|taxID:9319
PF00510	P92696|reviewed|Cytochrome c oxidase subunit 3|taxID:9601
PF00510	Q00529|reviewed|Cytochrome c oxidase subunit 3|taxID:9720
PF00510	Q1HK97|reviewed|Cytochrome c oxidase subunit 3|taxID:9612
PF00510	Q2I3F5|reviewed|Cytochrome c oxidase subunit 3|taxID:9785
PF00510	Q2I3G8|reviewed|Cytochrome c oxidase subunit 3|taxID:9783
PF00510	Q34214|reviewed|Cytochrome c oxidase subunit 3|taxID:5480
PF00510	Q35539|reviewed|Cytochrome c oxidase subunit 3|taxID:7757
PF00510	Q35916|reviewed|Cytochrome c oxidase subunit 3|taxID:9823
PF00510	Q36098|reviewed|Cytochrome c oxidase subunit 3|taxID:5875
PF00510	Q36455|reviewed|Cytochrome c oxidase subunit 3|taxID:9258
PF00510	Q36860|reviewed|Cytochrome c oxidase subunit 3|taxID:8030
PF00510	Q37679|reviewed|Cytochrome c oxidase subunit 3|taxID:5874
PF00510	Q38PR6|reviewed|Cytochrome c oxidase subunit 3|taxID:37349
PF00510	Q4JQI1|reviewed|Cytochrome c oxidase subunit 3|taxID:99883
PF00510	Q576B8|reviewed|Cytochrome c oxidase subunit 3|taxID:9915
PF00510	Q5Y4Q4|reviewed|Cytochrome c oxidase subunit 3|taxID:30521
PF00510	Q75G34|reviewed|Cytochrome c oxidase subunit 3|taxID:284811
PF00510	Q85Q96|reviewed|Cytochrome c oxidase subunit 3|taxID:284593
PF00510	Q89AA5|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:224915
PF00510	Q8K995|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:198804
PF00510	Q8LX26|reviewed|Cytochrome c oxidase subunit 3|taxID:9447
PF00510	Q8SEW8|reviewed|Cytochrome c oxidase subunit 3|taxID:93934
PF00510	Q8W9G7|reviewed|Cytochrome c oxidase subunit 3|taxID:49271
PF00510	Q8W9N0|reviewed|Cytochrome c oxidase subunit 3|taxID:29137
PF00510	Q95707|reviewed|Cytochrome c oxidase subunit 3|taxID:9580
PF00510	Q95914|reviewed|Cytochrome c oxidase subunit 3|taxID:49895
PF00510	Q96065|reviewed|Cytochrome c oxidase subunit 3|taxID:9809
PF00510	Q96133|reviewed|Cytochrome c oxidase subunit 3|taxID:7957
PF00510	Q9AEL8|reviewed|Cytochrome c oxidase subunit 3|taxID:196627
PF00510	Q9B1P9|reviewed|Cytochrome c oxidase subunit 3|taxID:237561
PF00510	Q9I425|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:208964
PF00510	Q9MIY4|reviewed|Cytochrome c oxidase subunit 3|taxID:7955
PF00510	Q9T9V9|reviewed|Cytochrome c oxidase subunit 3|taxID:9598
PF00510	Q9T9W8|reviewed|Cytochrome c oxidase subunit 3|taxID:9597
PF00510	Q9T9X6|reviewed|Cytochrome c oxidase subunit 3|taxID:9600
PF00510	Q9T9Y6|reviewed|Cytochrome c oxidase subunit 3|taxID:9595
PF00510	Q9WWR3|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 3|taxID:303
PF00510	Q9YDX6|reviewed|Heme-copper oxidase subunit I+III|taxID:272557
PF00510	Q9ZXX8|reviewed|Cytochrome c oxidase subunit 3|taxID:9557
PF00510	Q9ZZ48|reviewed|Cytochrome c oxidase subunit 3|taxID:7797
PF00510	Q9ZZ61|reviewed|Cytochrome c oxidase subunit 3|taxID:9615
PF00510	Q9ZZY5|reviewed|Cytochrome c oxidase subunit 3|taxID:9833
PF00510	A6H4Q3|reviewed|Cytochrome c oxidase subunit 3|taxID:436907
PF00510	A9RAG9|reviewed|Cytochrome c oxidase subunit 3|taxID:284592
PF00510	B0FWD1|reviewed|Cytochrome c oxidase subunit 3|taxID:7159
PF00510	O21049|reviewed|Cytochrome c oxidase subunit 3|taxID:44689
PF00510	O47475|reviewed|Cytochrome c oxidase subunit 3|taxID:1423826
PF00510	O47491|reviewed|Cytochrome c oxidase subunit 3|taxID:6116
PF00510	O69582|reviewed|Probable cytochrome c oxidase subunit 3|taxID:272631
PF00510	O99822|reviewed|Cytochrome c oxidase subunit 3|taxID:34632
PF00510	P08745|reviewed|Cytochrome c oxidase subunit 3|taxID:3950
PF00510	P09138|reviewed|Cytochrome c oxidase subunit 3|taxID:4577
PF00510	P12702|reviewed|Cytochrome c oxidase subunit 3|taxID:7656
PF00510	P14058|reviewed|Cytochrome c oxidase subunit 3|taxID:5334
PF00510	P14546|reviewed|Cytochrome c oxidase subunit 3|taxID:5689
PF00510	P14574|reviewed|Cytochrome c oxidase subunit 3|taxID:7004
PF00510	P14852|reviewed|Cytochrome c oxidase subunit 3|taxID:39946
PF00510	P15546|reviewed|Cytochrome c oxidase subunit 3|taxID:7668
PF00510	P24879|reviewed|Cytochrome c oxidase subunit 3|taxID:6253
PF00510	P25003|reviewed|Cytochrome c oxidase subunit 3|taxID:7612
PF00510	P26858|reviewed|Cytochrome c oxidase subunit 3|taxID:3197
PF00510	P32808|reviewed|Cytochrome c oxidase subunit 3|taxID:4232
PF00510	P33508|reviewed|Cytochrome c oxidase subunit 3|taxID:7166
PF00510	P34842|reviewed|Cytochrome c oxidase subunit 3|taxID:7165
PF00510	P34843|reviewed|Cytochrome c oxidase subunit 3|taxID:7469
PF00510	P41775|reviewed|Cytochrome c oxidase subunit 3|taxID:6550
PF00510	P48872|reviewed|Cytochrome c oxidase subunit 3|taxID:2769
PF00510	P48873|reviewed|Cytochrome c oxidase subunit 3|taxID:2771
PF00510	P48874|reviewed|Cytochrome c oxidase subunit 3|taxID:1156965
PF00510	P48891|reviewed|Cytochrome c oxidase subunit 3|taxID:42349
PF00510	P50271|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:7240
PF00510	P50677|reviewed|Cytochrome c oxidase subunit 3|taxID:32053
PF00510	P63857|reviewed|Probable cytochrome c oxidase subunit 3|taxID:233413
PF00510	P69215|reviewed|Cytochrome c oxidase subunit 3|taxID:7740
PF00510	P80439|reviewed|Cytochrome c oxidase subunit 3|taxID:28583
PF00510	P80441|reviewed|Cytochrome c oxidase subunit 3|taxID:4846
PF00510	P9WP66|reviewed|Probable cytochrome c oxidase subunit 3|taxID:83331
PF00510	P9WP67|reviewed|Probable cytochrome c oxidase subunit 3|taxID:83332
PF00510	Q02654|reviewed|Cytochrome c oxidase subunit 3|taxID:515849
PF00510	Q03227|reviewed|Cytochrome c oxidase subunit 3|taxID:3906
PF00510	Q03439|reviewed|Cytochrome c oxidase subunit 3|taxID:2334
PF00510	Q04442|reviewed|Cytochrome c oxidase subunit 3|taxID:398511
PF00510	Q06475|reviewed|Cytochrome c oxidase subunit 3|taxID:1111708
PF00510	Q0H8X4|reviewed|Cytochrome c oxidase subunit 3|taxID:5270
PF00510	Q1RHH9|reviewed|Probable cytochrome c oxidase subunit 3|taxID:336407
PF00510	Q2FI19|reviewed|Probable quinol oxidase subunit 3|taxID:367830
PF00510	Q2FZK1|reviewed|Probable quinol oxidase subunit 3|taxID:93061
PF00510	Q2LCP9|reviewed|Cytochrome c oxidase subunit 3|taxID:361072
PF00510	Q2YX16|reviewed|Probable quinol oxidase subunit 3|taxID:273036
PF00510	Q33752|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:7640
PF00510	Q33824|reviewed|Cytochrome c oxidase subunit 3|taxID:7594
PF00510	Q33845|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:85549
PF00510	Q34943|reviewed|Cytochrome c oxidase subunit 3|taxID:6398
PF00510	Q35242|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:267067
PF00510	Q35826|reviewed|Cytochrome c oxidase subunit 3 (Fragment)|taxID:7108
PF00510	Q36309|reviewed|Cytochrome c oxidase subunit 3|taxID:6661
PF00510	Q36675|reviewed|Cytochrome c oxidase subunit 3|taxID:5855
PF00510	Q36837|reviewed|Cytochrome c oxidase subunit 3|taxID:5551
PF00510	Q36952|reviewed|Cytochrome c oxidase subunit 3|taxID:4493
PF00510	Q37355|reviewed|Cytochrome c oxidase subunit 3|taxID:5710
PF00510	Q37374|reviewed|Cytochrome c oxidase subunit 3|taxID:5755
PF00510	Q37600|reviewed|Cytochrome c oxidase subunit 3|taxID:2885
PF00510	Q37620|reviewed|Cytochrome c oxidase subunit 3|taxID:3111
PF00510	Q49WI2|reviewed|Probable quinol oxidase subunit 3|taxID:342451
PF00510	Q4L563|reviewed|Probable quinol oxidase subunit 3|taxID:279808
PF00510	Q4UKK0|reviewed|Probable cytochrome c oxidase subunit 3|taxID:315456
PF00510	Q5HH25|reviewed|Probable quinol oxidase subunit 3|taxID:93062
PF00510	Q5HQB1|reviewed|Probable quinol oxidase subunit 3|taxID:176279
PF00510	Q5YZ19|reviewed|Probable cytochrome c oxidase subunit 3|taxID:247156
PF00510	Q6GAF4|reviewed|Probable quinol oxidase subunit 3|taxID:282459
PF00510	Q6GI25|reviewed|Probable quinol oxidase subunit 3|taxID:282458
PF00510	Q6NGA0|reviewed|Cytochrome c oxidase subunit 3|taxID:257309
PF00510	Q73YM3|reviewed|Probable cytochrome c oxidase subunit 3|taxID:262316
PF00510	Q7A183|reviewed|Probable quinol oxidase subunit 3|taxID:196620
PF00510	Q7A6A0|reviewed|Probable quinol oxidase subunit 3|taxID:158879
PF00510	Q82AK5|reviewed|Probable cytochrome c oxidase subunit 3|taxID:227882
PF00510	Q8CPP8|reviewed|Probable quinol oxidase subunit 3|taxID:176280
PF00510	Q8FNQ9|reviewed|Cytochrome c oxidase subunit 3|taxID:196164
PF00510	Q92J29|reviewed|Probable cytochrome c oxidase subunit 3|taxID:272944
PF00510	Q95840|reviewed|Cytochrome c oxidase subunit 3|taxID:148305
PF00510	Q99V38|reviewed|Probable quinol oxidase subunit 3|taxID:158878
PF00510	Q9B6D8|reviewed|Cytochrome c oxidase subunit 3|taxID:284591
PF00510	Q9X809|reviewed|Probable cytochrome c oxidase subunit 3|taxID:100226
PF00510	Q9XLW9|reviewed|Cytochrome c oxidase subunit 3|taxID:284590
PF00510	Q9XLX0|reviewed|Cytochrome c oxidase subunit 3|taxID:226302
PF00510	Q9ZDX3|reviewed|Probable cytochrome c oxidase subunit 3|taxID:272947
PF00550	A0A075TRC0|reviewed|6-methylsalicylic acid synthase|taxID:27334
PF00550	A0A089QRB9|reviewed|Mycolipanoate synthase|taxID:83332
PF00550	A0A098D6U0|reviewed|Non-reducing polyketide synthase ZEA1|taxID:229533
PF00550	A0A1U8QWA2|reviewed|Glycine betaine reductase ATRR|taxID:227321
PF00550	A0A1W5T1U1|reviewed|Hybrid PKS-NRPS synthetase poxE|taxID:69781
PF00550	A0A3Q0KR05|reviewed|Beta-alanyl-bioamine nonribosomal peptide synthetase|taxID:6183
PF00550	A0A482N9V7|reviewed|Hybrid PKS-NRPS synthetase iccA|taxID:28576
PF00550	A0A5K6CNB8|reviewed|Delta-poly-L-ornithine synthetase|taxID:557600
PF00550	A0R1E8|reviewed|Mycocerosic acid synthase-like polyketide synthase|taxID:246196
PF00550	B2HIL7|reviewed|Phenolphthiocerol synthesis polyketide synthase type I Pks15/1|taxID:216594
PF00550	B2HN69|reviewed|Carboxylic acid reductase|taxID:216594
PF00550	B6HLU1|reviewed|N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase|taxID:500485
PF00550	C8V7P4|reviewed|Nonribosomal peptide synthetase ivoA|taxID:227321
PF00550	D1FVF0|reviewed|Bassianolide nonribosomal cyclodepsipeptide synthetase|taxID:176275
PF00550	E0D202|reviewed|Polyketide synthase GfsA|taxID:1944
PF00550	E5XP76|reviewed|Carboxylic acid reductase|taxID:679197
PF00550	F1DBA9|reviewed|Non-reducing polyketide synthase mapC|taxID:5074
PF00550	G2Q9A5|reviewed|Hybrid PKS-NRPS synthetase mycA|taxID:573729
PF00550	G4MVZ2|reviewed|Polyketide synthase-nonribosomal peptide synthetase ACE1|taxID:242507
PF00550	G4N137|reviewed|Hybrid PKS-NRPS synthetase TAS1|taxID:242507
PF00550	I6X8D2|reviewed|Polyketide synthase Pks13|taxID:83332
PF00550	I6XD69|reviewed|Mycoketide-CoA synthase|taxID:83332
PF00550	J5JV76|reviewed|Bassianolide nonribosomal cyclodepsipeptide synthetase|taxID:655819
PF00550	O14561|reviewed|Acyl carrier protein, mitochondrial|taxID:9606
